id,title,category,priority,duration_minutes,details,frequency,facilitator_role,resource_pool,location,remote_allowed,equipment_required,prep_required,backup_activity_ids,skip_adjustment,metrics
activity_061,Daily Medication Dose - Daily Adherence,Medication consumption,89,10,Take the prescribed maintenance medication exactly as listed in the plan.,"{""times"": 1, ""period"": ""day""}",self_guided,self,home,False,"[""blood_pressure_cuff""]","[""Dose reminder active""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""side_effect_score"", ""blood_pressure_reading""]"
activity_062,Daily Medication Dose - Morning Routine,Medication consumption,77,10,Take the prescribed maintenance medication exactly as listed in the plan.,"{""times"": 1, ""period"": ""day""}",self_guided,self,home,False,"[""blood_pressure_cuff""]","[""Dose reminder active"", ""Medication organizer refilled""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""dose_taken"", ""blood_pressure_reading""]"
activity_063,Daily Vitamin Dose - Daily Adherence,Medication consumption,91,10,Take the planned vitamin dose with food and mark adherence in the tracker.,"{""times"": 1, ""period"": ""day""}",self_guided,self,travel,True,[],"[""Medication organizer refilled""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""missed_dose_flag"", ""dose_taken"", ""time_taken""]"
activity_064,Refill Check - Daily Adherence,Medication consumption,84,20,Review remaining medication supply and place a refill request before the final week of stock.,"{""times"": 1, ""period"": ""month""}",self_guided,self,home,False,[],"[""Pharmacy details available""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""days_of_supply_left"", ""refill_requested"", ""med_list_updated""]"
activity_065,Evening Magnesium Dose - Daily Adherence,Medication consumption,87,10,Take magnesium in the evening and monitor any effect on sleep readiness.,"{""times"": 1, ""period"": ""day""}",self_guided,self,travel,True,[],"[""Medication organizer refilled""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""GI_tolerance"", ""dose_taken""]"
activity_066,Medication Check - Morning Routine,Medication consumption,81,20,Review remaining medication supply and place a refill request before the final week of stock.,"{""times"": 1, ""period"": ""month""}",health_coach,allied_health,office,True,[],"[""Pharmacy details available""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""med_list_updated"", ""days_of_supply_left""]"
activity_067,Evening Magnesium Dose - Travel-Safe Pack,Medication consumption,78,10,Take magnesium in the evening and monitor any effect on sleep readiness.,"{""times"": 1, ""period"": ""day""}",self_guided,self,travel,True,[],"[""Medication organizer refilled""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""sleep_latency"", ""GI_tolerance""]"
activity_068,Daily Medication Dose - Evening Routine,Medication consumption,91,10,Take the prescribed maintenance medication exactly as listed in the plan.,"{""times"": 1, ""period"": ""day""}",self_guided,self,home,False,"[""blood_pressure_cuff""]","[""Dose reminder active"", ""Medication organizer refilled""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""blood_pressure_reading"", ""side_effect_score"", ""dose_taken""]"
activity_069,Daily Vitamin Dose - Travel-Safe Pack,Medication consumption,93,10,Take the planned vitamin dose with food and mark adherence in the tracker.,"{""times"": 1, ""period"": ""day""}",self_guided,self,home,False,[],"[""Medication organizer refilled""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""missed_dose_flag"", ""dose_taken""]"
activity_070,Supply Check - Evening Routine,Medication consumption,91,20,Review remaining medication supply and place a refill request before the final week of stock.,"{""times"": 1, ""period"": ""month""}",health_coach,allied_health,office,True,[],"[""Pharmacy details available""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""refill_requested"", ""med_list_updated"", ""days_of_supply_left""]"
activity_071,Prescription Medication Dose - Daily Adherence,Medication consumption,88,10,Take the prescribed maintenance medication exactly as listed in the plan.,"{""times"": 1, ""period"": ""day""}",self_guided,self,home,False,"[""blood_pressure_cuff""]","[""Medication organizer refilled"", ""Dose reminder active""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""blood_pressure_reading"", ""side_effect_score"", ""dose_taken""]"
activity_072,Daily Medication Dose - Maintenance Cycle,Medication consumption,92,10,Take the prescribed maintenance medication exactly as listed in the plan.,"{""times"": 1, ""period"": ""day""}",self_guided,self,home,False,"[""blood_pressure_cuff""]","[""Medication organizer refilled"", ""Dose reminder active""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""side_effect_score"", ""dose_taken""]"
activity_073,Supply Check - Daily Adherence,Medication consumption,88,20,Review remaining medication supply and place a refill request before the final week of stock.,"{""times"": 1, ""period"": ""month""}",self_guided,self,home,False,[],"[""Pharmacy details available""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""days_of_supply_left"", ""med_list_updated"", ""refill_requested""]"
activity_074,Consistency Vitamin Dose - Evening Routine,Medication consumption,88,10,Take the planned vitamin dose with food and mark adherence in the tracker.,"{""times"": 1, ""period"": ""day""}",self_guided,self,home,False,[],"[""Medication organizer refilled""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""dose_taken"", ""missed_dose_flag""]"
activity_075,Medication Check - Evening Routine,Medication consumption,91,20,Review remaining medication supply and place a refill request before the final week of stock.,"{""times"": 1, ""period"": ""month""}",health_coach,allied_health,home,True,[],"[""Pharmacy details available""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""refill_requested"", ""med_list_updated""]"
activity_076,Daily Vitamin Dose - Maintenance Cycle,Medication consumption,78,10,Take the planned vitamin dose with food and mark adherence in the tracker.,"{""times"": 1, ""period"": ""day""}",self_guided,self,travel,True,[],"[""Medication organizer refilled""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""dose_taken"", ""time_taken""]"
activity_077,Maintenance Medication Dose - Daily Adherence,Medication consumption,81,10,Take the prescribed maintenance medication exactly as listed in the plan.,"{""times"": 1, ""period"": ""day""}",self_guided,self,home,False,"[""blood_pressure_cuff""]","[""Dose reminder active""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""side_effect_score"", ""dose_taken""]"
activity_078,Weekly Injection Window - Maintenance Cycle,Medication consumption,86,15,Administer the weekly medication during a stable routine window and record the site used.,"{""times"": 1, ""period"": ""week""}",self_guided,self,home,False,[],"[""Sharps bin nearby""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""symptom_score_next_day"", ""injection_site""]"
activity_079,Prescription Medication Dose - Travel-Safe Pack,Medication consumption,97,10,Take the prescribed maintenance medication exactly as listed in the plan.,"{""times"": 1, ""period"": ""day""}",self_guided,self,home,False,"[""blood_pressure_cuff""]","[""Medication organizer refilled"", ""Dose reminder active""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""blood_pressure_reading"", ""dose_taken""]"
activity_080,Maintenance Medication Dose - Travel-Safe Pack,Medication consumption,82,10,Take the prescribed maintenance medication exactly as listed in the plan.,"{""times"": 1, ""period"": ""day""}",self_guided,self,home,False,"[""blood_pressure_cuff""]","[""Dose reminder active"", ""Medication organizer refilled""]",[],Flag for clinician review if skipped; do not double dose without instructions.,"[""blood_pressure_reading"", ""side_effect_score"", ""dose_taken""]"
activity_081,Guided Breathing - Sleep Support,Therapy,78,15,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"{""times"": 3, ""period"": ""week""}",self_guided,self,home,False,[],"[""Lights dimmed"", ""Phone on silent""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""stress_score_post"", ""sleep_latency""]"
activity_082,Thermal Session - Circulation Boost,Therapy,68,40,Use a moderate-duration heat exposure and cool down gradually afterwards.,"{""times"": 1, ""period"": ""week""}",self_guided,self,recovery_center,False,"[""sauna_room""]","[""Bring towel""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""pre_weight"", ""session_minutes""]"
activity_083,Recovery Manual Session - Recovery Session,Therapy,78,45,Complete targeted recovery therapy for the current mobility restriction or pain point.,"{""times"": 2, ""period"": ""month""}",physiotherapist,allied_health,clinic,False,[],"[""Pain notes updated before appointment""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""pain_score_post"", ""range_of_motion_change"", ""pain_score_pre""]"
activity_084,Manual Therapy Session - Recovery Session,Therapy,70,45,Complete targeted recovery therapy for the current mobility restriction or pain point.,"{""times"": 2, ""period"": ""month""}",physiotherapist,allied_health,clinic,False,[],"[""Pain notes updated before appointment""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""pain_score_post"", ""range_of_motion_change""]"
activity_085,Guided Breathing - Stress Reset,Therapy,78,15,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"{""times"": 3, ""period"": ""week""}",health_coach,allied_health,home,True,[],"[""Phone on silent"", ""Lights dimmed""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""session_minutes"", ""sleep_latency"", ""stress_score_post""]"
activity_086,Guided Breathing - Inflammation Support,Therapy,78,15,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"{""times"": 3, ""period"": ""week""}",health_coach,allied_health,home,True,[],"[""Lights dimmed""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""session_minutes"", ""sleep_latency""]"
activity_087,Manual Therapy Session - Sleep Support,Therapy,71,60,Complete targeted recovery therapy for the current mobility restriction or pain point.,"{""times"": 2, ""period"": ""month""}",physiotherapist,allied_health,clinic,False,[],"[""Pain notes updated before appointment""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""pain_score_post"", ""pain_score_pre"", ""range_of_motion_change""]"
activity_088,Soft Tissue Session - Stress Reset,Therapy,68,45,Complete targeted recovery therapy for the current mobility restriction or pain point.,"{""times"": 2, ""period"": ""month""}",physiotherapist,allied_health,clinic,False,[],"[""Pain notes updated before appointment""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""pain_score_post"", ""pain_score_pre"", ""range_of_motion_change""]"
activity_089,Compression Session - Stress Reset,Therapy,64,20,Use lower-limb compression after demanding training blocks to support recovery.,"{""times"": 2, ""period"": ""week""}",self_guided,self,recovery_center,False,"[""compression_boots""]","[""Elevate legs after session""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""session_minutes"", ""leg_heaviness_score"", ""recovery_score""]"
activity_090,Ice Recovery Session - Stress Reset,Therapy,72,15,Keep the cold exposure controlled and note recovery response after the session.,"{""times"": 1, ""period"": ""week""}",self_guided,self,recovery_center,False,"[""ice_bath""]","[""Breathing reset before entry""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""mood_after"", ""session_minutes"", ""recovery_score""]"
activity_091,Stress Reset - Recovery Session,Therapy,78,20,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"{""times"": 3, ""period"": ""week""}",health_coach,allied_health,home,True,[],"[""Phone on silent"", ""Lights dimmed""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""session_minutes"", ""sleep_latency""]"
activity_092,Stress Reset - Circulation Boost,Therapy,66,20,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"{""times"": 3, ""period"": ""week""}",self_guided,self,home,False,[],"[""Lights dimmed""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""sleep_latency"", ""stress_score_post""]"
activity_093,Cooling Session - Circulation Boost,Therapy,77,15,Keep the cold exposure controlled and note recovery response after the session.,"{""times"": 1, ""period"": ""week""}",self_guided,self,recovery_center,False,"[""ice_bath""]","[""Breathing reset before entry""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""recovery_score"", ""session_minutes""]"
activity_094,Compression Session - Circulation Boost,Therapy,72,20,Use lower-limb compression after demanding training blocks to support recovery.,"{""times"": 2, ""period"": ""week""}",self_guided,self,recovery_center,False,"[""compression_boots""]","[""Elevate legs after session""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""session_minutes"", ""leg_heaviness_score""]"
activity_095,Heat Recovery Session - Recovery Session,Therapy,78,40,Use a moderate-duration heat exposure and cool down gradually afterwards.,"{""times"": 1, ""period"": ""week""}",self_guided,self,recovery_center,False,"[""sauna_room""]","[""Hydrate 30 minutes before""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""pre_weight"", ""session_minutes"", ""post_weight""]"
activity_096,Compression Session - Sleep Support,Therapy,72,20,Use lower-limb compression after demanding training blocks to support recovery.,"{""times"": 2, ""period"": ""week""}",self_guided,self,recovery_center,False,"[""compression_boots""]","[""Elevate legs after session""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""session_minutes"", ""leg_heaviness_score"", ""recovery_score""]"
activity_097,Stress Reset - Stress Reset,Therapy,72,20,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"{""times"": 3, ""period"": ""week""}",health_coach,allied_health,home,True,[],"[""Lights dimmed"", ""Phone on silent""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""stress_score_post"", ""sleep_latency"", ""session_minutes""]"
activity_098,Circulation Session - Stress Reset,Therapy,78,20,Use lower-limb compression after demanding training blocks to support recovery.,"{""times"": 1, ""period"": ""week""}",self_guided,self,recovery_center,False,"[""compression_boots""]","[""Elevate legs after session""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""session_minutes"", ""recovery_score""]"
activity_099,Cooling Session - Stress Reset,Therapy,76,20,Keep the cold exposure controlled and note recovery response after the session.,"{""times"": 1, ""period"": ""week""}",self_guided,self,recovery_center,False,"[""ice_bath""]","[""Breathing reset before entry""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""mood_after"", ""recovery_score""]"
activity_100,Evening Breathwork - Inflammation Support,Therapy,78,20,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"{""times"": 3, ""period"": ""week""}",self_guided,self,home,False,[],"[""Lights dimmed"", ""Phone on silent""]",[],Reschedule within the same week if symptoms are stable; otherwise mark for manual review.,"[""sleep_latency"", ""stress_score_post""]"
activity_101,Sleep Coaching Call - Progress Review,Consultation,84,30,"Review bedtime consistency, evening routine, and overnight recovery patterns.","{""times"": 1, ""period"": ""week""}",sleep_physician,specialist,home,True,[],"[""Sleep tracker summary exported""]",[],Rebook the next available provider slot and send the latest metrics summary ahead of time.,"[""action_items_created"", ""sleep_latency""]"
activity_102,Physiotherapy Review - Check-In,Consultation,76,45,"Assess mobility constraints and exercise tolerance, then adjust the movement plan.","{""times"": 2, ""period"": ""month""}",physiotherapist,allied_health,clinic,True,[],"[""Training log available"", ""Pain notes updated""]",[],Rebook the next available provider slot and send the latest metrics summary ahead of time.,"[""range_of_motion"", ""pain_score"", ""exercise_modifications""]"
activity_103,Primary Care Review - Quarterly Review,Consultation,80,45,"Review symptoms, medication adherence, and recent health trends with the physician.","{""times"": 1, ""period"": ""month""}",primary_care_physician,specialist,clinic,True,[],"[""Upload recent metrics summary""]",[],Rebook the next available provider slot and send the latest metrics summary ahead of time.,"[""questions_answered"", ""weight"", ""blood_pressure_reading""]"
activity_104,Lab Testing Appointment - Check-In,Consultation,94,30,Complete planned bloodwork or diagnostic testing and confirm follow-up routing.,"{""times"": 1, ""period"": ""month""}",lab_technician,specialist,lab,False,"[""lab_kit""]","[""Follow fasting instructions""]",[],Book the next morning lab slot and preserve fasting instructions.,"[""sample_quality"", ""follow_up_booked""]"
activity_105,Primary Care Review - Check-In,Consultation,94,45,"Review symptoms, medication adherence, and recent health trends with the physician.","{""times"": 1, ""period"": ""month""}",primary_care_physician,specialist,clinic,True,[],"[""Upload recent metrics summary""]",[],Rebook the next available provider slot and send the latest metrics summary ahead of time.,"[""blood_pressure_reading"", ""questions_answered""]"
activity_106,Primary Care Review - Plan Tuning,Consultation,87,45,"Review symptoms, medication adherence, and recent health trends with the physician.","{""times"": 1, ""period"": ""month""}",primary_care_physician,specialist,clinic,True,[],"[""Upload recent metrics summary""]",[],Rebook the next available provider slot and send the latest metrics summary ahead of time.,"[""weight"", ""blood_pressure_reading"", ""questions_answered""]"
activity_107,Dietitian Consultation - Quarterly Review,Consultation,74,45,"Review meal adherence, travel eating patterns, and nutrition barriers.","{""times"": 2, ""period"": ""month""}",dietitian,allied_health,clinic,True,[],"[""Photos of recent meals available"", ""Food diary updated""]",[],Rebook the next available provider slot and send the latest metrics summary ahead of time.,"[""action_items_created"", ""meal_adherence_score"", ""weight_trend""]"
activity_108,Dietitian Consultation - Progress Review,Consultation,73,45,"Review meal adherence, travel eating patterns, and nutrition barriers.","{""times"": 2, ""period"": ""month""}",dietitian,allied_health,clinic,True,[],"[""Photos of recent meals available"", ""Food diary updated""]",[],Rebook the next available provider slot and send the latest metrics summary ahead of time.,"[""weight_trend"", ""action_items_created""]"
activity_109,Dietitian Consultation - Follow-Up,Consultation,70,45,"Review meal adherence, travel eating patterns, and nutrition barriers.","{""times"": 2, ""period"": ""month""}",dietitian,allied_health,clinic,True,[],"[""Food diary updated"", ""Photos of recent meals available""]",[],Rebook the next available provider slot and send the latest metrics summary ahead of time.,"[""meal_adherence_score"", ""action_items_created"", ""weight_trend""]"
activity_110,Sleep Coaching Call - Plan Tuning,Consultation,78,30,"Review bedtime consistency, evening routine, and overnight recovery patterns.","{""times"": 1, ""period"": ""week""}",health_coach,allied_health,home,True,[],"[""Sleep tracker summary exported""]",[],Rebook the next available provider slot and send the latest metrics summary ahead of time.,"[""sleep_latency"", ""sleep_duration""]"
activity_111,Lab Testing Appointment - Plan Tuning,Consultation,86,30,Complete planned bloodwork or diagnostic testing and confirm follow-up routing.,"{""times"": 1, ""period"": ""month""}",lab_technician,specialist,lab,False,"[""lab_kit""]","[""Follow fasting instructions"", ""Bring requisition form""]",[],Book the next morning lab slot and preserve fasting instructions.,"[""test_completed"", ""follow_up_booked"", ""sample_quality""]"
activity_112,Lab Testing Appointment - Progress Review,Consultation,94,45,Complete planned bloodwork or diagnostic testing and confirm follow-up routing.,"{""times"": 1, ""period"": ""month""}",lab_technician,specialist,lab,False,"[""lab_kit""]","[""Follow fasting instructions"", ""Bring requisition form""]",[],Book the next morning lab slot and preserve fasting instructions.,"[""follow_up_booked"", ""sample_quality"", ""test_completed""]"
activity_113,Lab Testing Appointment - Follow-Up,Consultation,88,30,Complete planned bloodwork or diagnostic testing and confirm follow-up routing.,"{""times"": 1, ""period"": ""month""}",lab_technician,specialist,lab,False,"[""lab_kit""]","[""Follow fasting instructions""]",[],Book the next morning lab slot and preserve fasting instructions.,"[""follow_up_booked"", ""test_completed"", ""sample_quality""]"
activity_114,Lab Testing Appointment - Quarterly Review,Consultation,81,30,Complete planned bloodwork or diagnostic testing and confirm follow-up routing.,"{""times"": 1, ""period"": ""month""}",lab_technician,specialist,lab,False,"[""lab_kit""]","[""Follow fasting instructions"", ""Bring requisition form""]",[],Book the next morning lab slot and preserve fasting instructions.,"[""follow_up_booked"", ""test_completed"", ""sample_quality""]"
activity_115,Lab Testing Appointment - Plan Variant 2,Consultation,93,45,Complete planned bloodwork or diagnostic testing and confirm follow-up routing.,"{""times"": 1, ""period"": ""month""}",lab_technician,specialist,lab,False,"[""lab_kit""]","[""Follow fasting instructions"", ""Bring requisition form""]",[],Book the next morning lab slot and preserve fasting instructions.,"[""follow_up_booked"", ""sample_quality"", ""test_completed""]"
activity_116,Dietitian Consultation - Plan Tuning,Consultation,76,45,"Review meal adherence, travel eating patterns, and nutrition barriers.","{""times"": 2, ""period"": ""month""}",dietitian,allied_health,clinic,True,[],"[""Photos of recent meals available"", ""Food diary updated""]",[],Rebook the next available provider slot and send the latest metrics summary ahead of time.,"[""meal_adherence_score"", ""weight_trend"", ""action_items_created""]"
activity_117,Physiotherapy Review - Plan Tuning,Consultation,84,60,"Assess mobility constraints and exercise tolerance, then adjust the movement plan.","{""times"": 2, ""period"": ""month""}",physiotherapist,allied_health,clinic,True,[],"[""Training log available""]",[],Rebook the next available provider slot and send the latest metrics summary ahead of time.,"[""exercise_modifications"", ""range_of_motion"", ""pain_score""]"
activity_118,Primary Care Review - Progress Review,Consultation,79,45,"Review symptoms, medication adherence, and recent health trends with the physician.","{""times"": 1, ""period"": ""month""}",primary_care_physician,specialist,clinic,True,[],"[""Upload recent metrics summary"", ""Prepare question list""]",[],Rebook the next available provider slot and send the latest metrics summary ahead of time.,"[""blood_pressure_reading"", ""questions_answered""]"
activity_119,Sleep Coaching Call - Quarterly Review,Consultation,71,30,"Review bedtime consistency, evening routine, and overnight recovery patterns.","{""times"": 1, ""period"": ""week""}",health_coach,allied_health,home,True,[],"[""Sleep tracker summary exported""]",[],Rebook the next available provider slot and send the latest metrics summary ahead of time.,"[""sleep_latency"", ""sleep_duration""]"
activity_120,Primary Care Review - Follow-Up,Consultation,78,45,"Review symptoms, medication adherence, and recent health trends with the physician.","{""times"": 1, ""period"": ""month""}",primary_care_physician,specialist,clinic,True,[],"[""Upload recent metrics summary"", ""Prepare question list""]",[],Rebook the next available provider slot and send the latest metrics summary ahead of time.,"[""blood_pressure_reading"", ""weight"", ""questions_answered""]"
